,Dimension,Error
0,2.366933826095308,0.056098479085186614
1,2.8007154462920725,0.03362388028456636
2,2.598644888363663,0.023580054060058697
3,2.6206690882701267,0.03285195373451904
4,2.6619626735110016,0.039674130182890795
5,2.452472063764507,0.03969024588642887
6,2.400319202823293,0.04337648479955771
7,2.7436263577605664,0.03711101892241039
8,2.7198411391778654,0.027087515965377156
9,2.584980731051254,0.028259018203115757
10,2.556275733699152,0.030442984013225715
11,2.532874192272037,0.03364835938324361
12,2.639359863476131,0.030158849529885855
13,2.5826802482384896,0.034339135291085926
14,2.8301243243558902,0.03127073751033561
15,2.187394633299945,0.06685111443405495
16,2.7156670519240054,0.02892015662258044
17,2.451305660819825,0.02761576507610398
18,2.5094435936078487,0.03277708742254185
19,2.409005881467069,0.038109209790880276
20,2.8307987558664145,0.03133941646301198
21,2.4656718847143155,0.027776194548358907
22,2.172096318336142,0.04586925550906391
23,2.6805782252048993,0.02557480987447226
24,2.325820997775578,0.04237936265869654
25,2.557490120190135,0.031377325900441455
26,2.626176144490861,0.026842575502166195
27,2.7653523745491526,0.030777368633628607
28,2.371393491014312,0.04273299303523433
29,2.412340806496148,0.04100067718846662
30,2.341191534085671,0.06744443366392053
31,2.4587640982935013,0.026129774179478503
32,2.6276271964860434,0.028505946944112855
33,2.41425141670122,0.04268140451165477
34,2.777427372112986,0.030515356788638412
35,2.7467337524630313,0.032903187666301716
36,2.779620997295032,0.031132511135612446
37,2.5249843868922612,0.03257232776350178
38,2.575275787863314,0.0333022868386629
39,2.791940977928558,0.030833460449881833
40,2.6180208441746577,0.036790743629112284
41,2.8241768267191705,0.031021859180707472
42,2.470739468212985,0.027032188044041804
43,2.4350413981892087,0.03430876440726753
44,2.80357821127317,0.029885823443344922
45,2.517888255227503,0.026022879305094088
46,2.763588462377818,0.034870023571166815
47,2.6330434911618013,0.030887331908113616
48,2.5306060176804053,0.05090699956940426
49,2.5326370727818173,0.025803068615501263
50,2.5759859171525368,0.03689807376022894
51,2.3877803422737696,0.037102847503761555
52,2.793636279016903,0.03089910626730444
53,2.7099996963801325,0.02921053437951919
54,2.4378378737363384,0.03975173394732221
55,2.1712820016914995,0.036632417593754914
56,2.390503793447653,0.0667255304182381
57,2.7160834953878505,0.02730938406016223
58,2.5151705345437194,0.028941401953095396
59,2.6231052186009194,0.028405841467772884
