,Dimension,Error
0,1.9046193505613813,0.04557859381918048
1,1.9050963699355317,0.045920007441114144
2,1.9050963699355317,0.045920007441114144
3,2.467947431111388,0.051166271686744536
4,2.4455753491450127,0.05635279454300855
5,1.9050963699355317,0.045920007441114144
6,2.274356711351788,0.0646169360188909
7,1.9050963699355317,0.045920007441114144
8,1.9050963699355317,0.045920007441114144
9,2.3954626571533706,0.03404697220492103
10,2.1473049498098513,0.048522645048101026
11,2.544830694285345,0.04708034816640547
12,1.9050963699355317,0.045920007441114144
13,1.9224307929141402,0.04563535522482929
14,1.9050963699355317,0.045920007441114144
15,2.227542599754685,0.05317815026817564
16,2.4921165706180277,0.046152669539893235
17,2.40576062171956,0.027579398922032972
18,2.4456558134241546,0.035504204994286394
19,2.6358729803903858,0.03295222144140145
20,2.5930100396466385,0.025447198210349076
21,2.615097733408883,0.03811522207838681
22,2.418267593829432,0.049980208420895095
23,2.702843910706032,0.030441560714104855
24,2.263832215119026,0.038240291778798646
25,1.9050963699355317,0.045920007441114144
26,2.5547989843373324,0.030643436079822728
27,2.4139211462454555,0.04475273971836377
28,2.13329125333058,0.06782961225238211
29,2.26009270260105,0.04096358904171201
30,2.3541327209350547,0.06755055147714063
31,2.632429730986716,0.03627332738813478
32,2.6090245477925302,0.026905391765080174
33,2.5730670774570528,0.039955106765548976
34,2.5231727460190685,0.04688946046684485
35,2.377404706823025,0.050504492199657434
36,2.6735774703144637,0.03772180455658339
37,2.447718123301141,0.03194409513579741
38,2.619681984315488,0.028084522656961174
39,2.4429894131321293,0.05611674747728929
40,2.4047092187728567,0.06109512236690887
41,2.617318289378799,0.043065308761223185
42,2.57612439199048,0.03973118761831897
43,1.9267989300426147,0.04332710315844292
44,1.9050963699355317,0.045920007441114144
45,1.9050963699355317,0.045920007441114144
46,2.4205545505305577,0.04925301210853707
47,1.9017266685222327,0.04223209904535975
48,1.9050963699355317,0.045920007441114144
49,1.9050963699355317,0.045920007441114144
50,2.3027310906348855,0.05037358810422245
51,2.2344449621139035,0.06883726752445261
52,1.9050963699355317,0.045920007441114144
53,2.500437567855083,0.03790285415810221
54,2.436900691367702,0.038289876032295465
55,2.2744471783754556,0.03330193750842527
56,1.9050963699355317,0.045920007441114144
57,1.9050963699355317,0.045920007441114144
58,1.9251733875922943,0.038889294458107855
59,1.9050963699355317,0.045920007441114144
60,1.9050963699355317,0.045920007441114144
61,2.291110405970161,0.04898100286720623
62,2.24499277078544,0.043292164169861015
63,2.7073140308315247,0.028294446025642888
64,1.9050963699355317,0.045920007441114144
65,1.9050963699355317,0.045920007441114144
66,1.9050963699355317,0.045920007441114144
67,2.3802487132830183,0.05350822661953676
68,2.404104294538781,0.03270282155655362
69,1.9050963699355317,0.045920007441114144
70,1.9050963699355317,0.045920007441114144
71,2.6005029931310886,0.04293933885187027
72,1.9050963699355317,0.045920007441114144
73,2.3429570424770114,0.06010675378030853
74,2.6741277129646885,0.03173669964748434
75,1.9050963699355317,0.045920007441114144
76,2.7492918909898894,0.03218465225531089
77,2.3555470095000146,0.0405811659100049
78,2.1178685745277352,0.05145961001547029
79,2.6153248486319884,0.03990690263263041
80,1.9050963699355317,0.045920007441114144
81,2.2338283435705124,0.03912438134966759
82,2.4690499414301934,0.03711637469674608
83,2.5497782211634843,0.039318931353812016
84,2.4210377046537235,0.03935382359219365
85,2.3707821717180986,0.04775720665285127
86,2.5579679591140465,0.025968536237864832
87,2.738621433411361,0.03530080455740316
88,2.1231797611458973,0.04814055618821175
89,2.2605083845889213,0.04778437313042062
90,2.4696737035904563,0.04117688872057738
91,2.618735642528706,0.025606660206834435
92,1.9050963699355317,0.045920007441114144
93,2.565654032804342,0.04927093669203823
94,1.9050963699355317,0.045920007441114144
95,2.392276305440868,0.028553212624953573
96,1.9050963699355317,0.045920007441114144
97,2.713285833233925,0.03538069595369823
98,1.9050963699355317,0.045920007441114144
99,2.526858782444871,0.04012869701257743
100,2.136068045781383,0.04765352002882002
101,2.5558260314077814,0.053928002304322833
102,1.981443915281086,0.04659839772470144
103,1.9488756291390548,0.04726550984532449
104,2.3486865132889987,0.0583844302253926
105,2.573067844306613,0.03257798502135575
106,2.282386061493798,0.060936578870720744
107,2.654148054276791,0.029828574221855378
108,1.9050963699355317,0.045920007441114144
109,2.6810465030371713,0.029096908860784733
110,2.6190043273132906,0.03943444728794607
111,2.523264843710695,0.027388013271115137
112,1.9050963699355317,0.045920007441114144
113,2.681092277225196,0.03057361023233816
114,1.9050963699355317,0.045920007441114144
115,1.9050963699355317,0.045920007441114144
116,1.9050963699355317,0.045920007441114144
117,2.4062533546776996,0.048283723131437736
118,2.536690512560567,0.03999443409995676
119,1.9050963699355317,0.045920007441114144
120,2.584718516856046,0.04196559927529214
121,1.938195398719318,0.04186312825918046
122,2.5239552913730168,0.039950292184686216
123,1.974220863578011,0.04423336045032568
124,2.4285547490888546,0.037847010609889896
125,1.9050963699355317,0.045920007441114144
126,1.9510655747276278,0.04193136408007145
127,2.4731257916451863,0.03912157018256288
128,2.712834696356399,0.03520471436559255
