,Dimension,Error
0,2.6368166909776756,0.054910912485804576
1,2.620055640305987,0.044631489954257454
2,2.5393010176905175,0.024781434044191877
3,2.4960690692492133,0.04537279966578825
4,2.6652632177570243,0.05099627119589485
5,2.6875827122885143,0.03285811719891254
6,2.412325264614008,0.06823035210640142
7,2.578461247584056,0.04830780599704754
8,2.5536698483633606,0.04669427160471266
9,2.5106986268793072,0.03696741675062525
10,2.522440668695944,0.06501772089513803
11,2.6412823877192046,0.03948113921097757
12,2.7649770065691284,0.03139278451415003
13,2.6197578794048657,0.03440080376174978
14,2.6941179772615214,0.04492454842251323
15,2.6662671482765723,0.03732237248969403
16,2.5905540826382345,0.04798497223087304
17,2.4956567401789327,0.03816555944817665
18,2.413642492158421,0.035518312866422465
19,2.671419523728322,0.046721413268731395
20,2.4959809167673557,0.053553373248211196
21,2.6064436296301703,0.04291317214995192
22,2.667898300443541,0.03888445288854666
23,2.77428639958534,0.02834309887413767
24,2.6384646456920082,0.04929343930806431
25,2.6602904929434907,0.030190876882670314
26,2.436251930249903,0.05885437704339443
27,2.5914223750059153,0.047622231631106196
28,2.1367468080515657,0.06992009963782166
29,2.318729232613604,0.06868505563481739
30,2.4006241651027387,0.06801608781960888
31,2.6773527425654207,0.03377914379499742
32,2.4809208661063074,0.041271418539953975
33,2.6374465216269956,0.054015454974223706
34,2.7158597086485408,0.034255641869675675
35,2.4874698327023466,0.05078410248897566
36,2.6821941146011077,0.03556148081907897
37,2.573620806929495,0.043013920450171356
38,2.7248622209108984,0.030715602934197936
39,2.6453990878400186,0.04354341550784733
40,2.490256249433471,0.061742652016858864
41,2.6725430004849855,0.04333837568851763
42,2.6027503780212053,0.02880965730621715
43,2.643648318603365,0.04220394391361665
44,2.606949383492009,0.04401346586985253
45,2.6373709415091025,0.02711502796820601
46,2.6914419609862352,0.04211741096804158
47,2.579344991322973,0.027378535161145544
48,2.6489774015384078,0.039006366088217954
49,2.5577797387568157,0.044371367388849815
50,2.632995532412257,0.032085395377242386
51,2.338336154756805,0.06996933943277574
52,2.6274171713213033,0.041722398492984585
53,2.5726624146538857,0.04896467908221118
54,2.700485169942514,0.026916181067164955
55,2.370451398571394,0.033167320022297296
56,2.416110223228968,0.06789247411148543
57,2.6264623477033804,0.033864762936846614
58,2.5092165037223673,0.05820808900885568
59,2.809735457384545,0.029451259226212563
60,2.5322233571388315,0.042208947623379345
61,2.6277874875716773,0.031040285883814595
62,2.621821507223121,0.05302198774986575
63,2.6326950788009595,0.03222666601863656
64,2.424536100178309,0.06826869156436009
65,2.6922907758060823,0.030554970959720495
66,2.486673616753184,0.050497794530236964
67,2.5175586493435502,0.051300446474581304
68,2.6645865406554745,0.03910186983281634
69,2.5173775547172057,0.04694767387374167
70,2.6368205388835255,0.04626872957685636
71,2.739328604379317,0.03530314584130015
72,2.722162562223286,0.03788099876469264
73,2.530870260499254,0.05319231120459918
74,2.6385978624053976,0.0421913831267188
75,2.5157334681829404,0.05052737545588768
76,2.7980878137640324,0.028433503243679725
77,2.297744449094313,0.052303235963979816
78,2.6836222142721504,0.04232334417430774
79,2.5830576315310805,0.044930648453873755
80,2.28105302022672,0.034354574702963915
81,2.769306644263363,0.02773657729635518
82,2.660526135674452,0.03353201140443499
83,2.692869991745372,0.028323442908425582
84,2.5762835603308716,0.04123455873769946
85,2.6518665070345335,0.036776987927093656
